delay_limit,max_trace_len,min_trace_len,max_trace_duration,min_num_traces,path,seed,client_sample_size,trace_sample_size,target_trace_sample_size,approach,fields,typical,dependent,metric,strategy,scoring_matrix,scope,top_1,top_1_std,top_10,top_10_std,top_10_percent,top_10_percent_std
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_40k.csv,0,400,500,1,frequency,"[Speed, Street, Postcode, Suburb, Village]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.0875,0.282566363886433,0.17,0.37563279941985883,0.4925,0.49994374683558174
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,1000,500,1,frequency,"[Speed, Street, Postcode, Suburb, Village]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.172,0.37738044464439374,0.255,0.43586121644394926,0.517,0.4997109164306949
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_40k.csv,0,10000,500,1,frequency,"[Speed, Street, Postcode, Suburb, Village]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.1012,0.3015933686273361,0.1708,0.3763341068784608,0.4944,0.4999686390164639
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,2000,500,1,frequency,"[Speed, Street, Postcode, Suburb, Village]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.1365,0.3433187294628679,0.2235,0.41659062639477834,0.488,0.49985597925801706
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_40k.csv,0,1000,500,1,frequency,"[Speed, Street, Postcode, Suburb, Village]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.093,0.2904324362050499,0.159,0.36567608617463954,0.513,0.49983097142934196
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_40k.csv,0,2000,500,1,frequency,"[Speed, Street, Postcode, Suburb, Village]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.0975,0.2966374049239195,0.169,0.37475191794038903,0.5,0.5
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_40k.csv,0,5000,500,1,frequency,"[Speed, Street, Postcode, Suburb, Village]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.1134,0.31708112526606563,0.178,0.38251274488572096,0.4948,0.4999729592688045
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,frequency,[Street],false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.16,0.3666060555964658,0.2475,0.43155967142447366,0.4775,0.49949349345111665
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,frequency,"[Street, Speed]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.1775,0.38209128490453675,0.28,0.4489988864128736,0.5075,0.49994374683558174
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,frequency,"[Street, Heading]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.145,0.3521008378291666,0.245,0.43008720046055854,0.46,0.49839743177508555
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,frequency,"[Street, Speed, Heading]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.15,0.35707142142714315,0.265,0.44133320745214666,0.475,0.4993746088859542
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,frequency,[LocationCode],false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.0975,0.29663740492392454,0.1925,0.3942635539838796,0.4825,0.49969365615344846
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,frequency,"[LocationCode, Speed]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.1225,0.32786239491591535,0.2725,0.44524571867677787,0.5225,0.49949349345111665
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,frequency,"[LocationCode, Heading]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.105,0.30655342111938577,0.2075,0.40551664577425156,0.4575,0.49819047562152335
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,frequency,"[Street, Postcode]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.17,0.37563279941985883,0.2575,0.43725707541445097,0.505,0.4999749993749691
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,frequency,"[Street, Postcode, Speed]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.2,0.3999999999999994,0.315,0.4645158770160608,0.535,0.4987734956871705
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,frequency,"[Street, Postcode, State]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.165,0.37118054905935044,0.255,0.4358612164439504,0.505,0.49997499937496914
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,frequency,"[Street, Postcode, State, Speed]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.2025,0.40186284973856545,0.3125,0.46351240544347894,0.535,0.4987734956871706
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,frequency,"[Street, Postcode, State, LocationCode]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.1675,0.373421678535137,0.2675,0.4426553399655313,0.51,0.49989998999799795
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,frequency,"[Street, Postcode, State, LocationCode, Speed]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.185,0.38829756630707796,0.3,0.45825756949558527,0.53,0.49909918853871216
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,frequency,"[LocationCode, Day, Hour]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.0425,0.20172691937369164,0.1025,0.30330471476717846,0.24,0.4270831300812521
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,frequency,"[Street, Postcode, State, LocationCode, Day, Hour]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.1025,0.30330471476717846,0.2,0.39999999999999936,0.495,0.4999749993749692
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,frequency,"[Street, Postcode, State, LocationCode, Day]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.1075,0.3097478813486868,0.2075,0.4055166457742517,0.495,0.49997499937496914
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,frequency,"[Street, Postcode, State, LocationCode, Hour]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.1175,0.32201513939564996,0.225,0.4175823272122501,0.49,0.49989998999799806
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,frequency,"[Street, Postcode, State, LocationCode, Hour, Day]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.1,0.3000000000000004,0.2,0.3999999999999994,0.495,0.49997499937496914
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,frequency,"[Street, Postcode, State, Village]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.17,0.37563279941985883,0.2675,0.44265533996553136,0.495,0.49997499937496914
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,frequency,"[Street, Postcode, State, Hamlet]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.165,0.37118054905935066,0.26,0.43863424398922574,0.505,0.49997499937496903
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,frequency,"[Street, Postcode, State, Highway]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.17,0.37563279941985883,0.2525,0.43444648692330257,0.505,0.49997499937496914
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,frequency,"[Street, Postcode, State, Suburb]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.1675,0.37342167853513714,0.2625,0.43999289766995014,0.5075,0.4999437468355815
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,frequency,"[Street, Postcode, State, Village, Highway]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.17,0.37563279941985883,0.2675,0.44265533996553136,0.5,0.5
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,frequency,"[Street, Postcode, State, Village, Highway, Hamlet]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.165,0.3711805490593506,0.27,0.44395945760846206,0.5,0.5
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,frequency,"[Street, Postcode, State, Village, Highway, Hamlet, Suburb]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.1675,0.3734216785351371,0.275,0.44651427748729505,0.515,0.4997749493522062
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,frequency,"[Street, Postcode, State, Village, Highway, Hamlet, Suburb, Speed]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.185,0.3882975663070779,0.315,0.4645158770160603,0.535,0.49877349568717044
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,frequency,"[Street, Postcode, State, Village, Highway, Hamlet, Suburb, LocationCode]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.1625,0.3689088640843434,0.265,0.4413332074521468,0.5125,0.49984372557830603
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,frequency,"[Street, Postcode, State, Village, Highway, Hamlet, Suburb, LocationCode, Speed]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.185,0.3882975663070779,0.305,0.4604074282632705,0.5275,0.4992431772192787
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,frequency,"[Street, Postcode, State, Village, Highway, Hamlet, Suburb, LocationCode, Hour, Day]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.1275,0.3335322323254528,0.225,0.4175823272122498,0.5075,0.4999437468355814
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,sequence,[Street],false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.09,0.2861817604250829,0.135,0.34172357249683627,0.2325,0.422426029027569
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,sequence,"[Street, Speed]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.15,0.35707142142714315,0.235,0.42399882075307643,0.4125,0.49228421668788164
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,sequence,"[Street, Heading]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.155,0.3619046835839526,0.2575,0.43725707541445086,0.445,0.49696579359147125
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,sequence,"[Street, Speed, Heading]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.1475,0.3546036519834511,0.24,0.42708313008125215,0.41,0.4918333050943177
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,sequence,[LocationCode],false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.045,0.20730412441627835,0.1325,0.3390335529118013,0.285,0.4514144437210683
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,sequence,"[LocationCode, Speed]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.12,0.3249615361854383,0.22,0.4142463035441607,0.4525,0.49773863623391884
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,sequence,"[LocationCode, Heading]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.115,0.3190219428189844,0.23,0.42083250825001645,0.4775,0.49949349345111704
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,sequence,"[Street, Postcode]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.1,0.3000000000000008,0.14,0.3469870314579483,0.235,0.42399882075307677
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,sequence,"[Street, Postcode, Speed]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.1525,0.35950486783908875,0.2375,0.42555111326373,0.415,0.49272203116970403
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,sequence,"[Street, Postcode, State]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.0925,0.28973047820345077,0.1525,0.3595048678390894,0.2525,0.4344464869233024
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,sequence,"[Street, Postcode, State, Speed]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.1525,0.35950486783908914,0.24,0.4270831300812521,0.415,0.492722031169704
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,sequence,"[Street, Postcode, State, LocationCode]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.1275,0.33353223232545287,0.2175,0.4125454520413473,0.455,0.4979708826829148
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,sequence,"[Street, Postcode, State, LocationCode, Speed]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.1475,0.3546036519834517,0.2525,0.4344464869233025,0.4525,0.4977386362339189
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,sequence,"[LocationCode, Day, Hour]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.055,0.2279802623035602,0.115,0.3190219428189845,0.31,0.46249324319388874
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,sequence,"[Street, Postcode, State, LocationCode, Day, Hour]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.0875,0.282566363886433,0.1375,0.3443744328488983,0.395,0.48885069295235645
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,sequence,"[Street, Postcode, State, LocationCode, Day]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.1375,0.34437443284889835,0.2,0.39999999999999936,0.4475,0.4972361109171368
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,sequence,"[Street, Postcode, State, LocationCode, Hour]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.09,0.2861817604250831,0.18,0.3841874542459724,0.3875,0.48717938174762704
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,sequence,"[Street, Postcode, State, LocationCode, Hour, Day]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.0875,0.282566363886433,0.1375,0.34437443284889835,0.395,0.4888506929523564
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,sequence,"[Street, Postcode, State, Village]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.12,0.3249615361854385,0.21,0.407308237088326,0.4025,0.4904016211229323
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,sequence,"[Street, Postcode, State, Hamlet]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.135,0.341723572496836,0.225,0.41758232721225014,0.3975,0.48938098655342066
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,sequence,"[Street, Postcode, State, Highway]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.135,0.3417235724968364,0.215,0.41082234603292966,0.395,0.4888506929523564
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,sequence,"[Street, Postcode, State, Suburb]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.13,0.3363034344160046,0.21,0.407308237088326,0.385,0.48659531440407305
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,sequence,"[Street, Postcode, State, Village, Highway]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.15,0.35707142142714315,0.25,0.4330127018922193,0.3925,0.4883070243197393
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,sequence,"[Street, Postcode, State, Village, Highway, Hamlet]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.1525,0.35950486783908925,0.25,0.4330127018922193,0.3925,0.4883070243197393
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,sequence,"[Street, Postcode, State, Village, Highway, Hamlet, Suburb]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.1625,0.36890886408434337,0.255,0.43586121644395054,0.405,0.4908920451586055
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,sequence,"[Street, Postcode, State, Village, Highway, Hamlet, Suburb, Speed]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.1475,0.35460365198345156,0.2325,0.42242602902756893,0.39,0.48774993593028954
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,sequence,"[Street, Postcode, State, Village, Highway, Hamlet, Suburb, LocationCode]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.1575,0.364271533337426,0.25,0.4330127018922193,0.41,0.49183330509431755
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,sequence,"[Street, Postcode, State, Village, Highway, Hamlet, Suburb, LocationCode, Speed]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.1525,0.3595048678390891,0.2325,0.4224260290275689,0.3975,0.48938098655342077
1800.0,500,10,86400.0,4,/home/john/data/mobility/driving_sampled_8k.csv,0,400,500,1,sequence,"[Street, Postcode, State, Village, Highway, Hamlet, Suburb, LocationCode, Hour, Day]",false,false,euclidean,nw,"[1, -1, -1, -1]",global,0.1075,0.30974788134868725,0.185,0.3882975663070779,0.3925,0.4883070243197394
